,district,Seat,Constituency_Title,Candidate_Name,Part,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout
1537,Lahore,Lahore-I,NA-123,humayun akhtar khan,Independent,70,0,0,0,0,51.13 %
1538,Lahore,Lahore-I,NA-123,m latif khan saraa,Tehreek-e-Labbaik Pakistan,23952,0,0,0,0,51.13 %
1539,Lahore,Lahore-I,NA-123,Mian mehmood ahmad,Independent,851,0,0,0,0,51.13 %
1540,Lahore,Lahore-I,NA-123,touseef akmalkhan,Allah-o-Akbar Tehreek,1813,0,0,0,0,51.13 %
1541,Lahore,Lahore-I,NA-123,Wahid Ahmad,Independent,414,0,0,0,0,51.13 %
1542,Lahore,Lahore-I,NA-123,wajid azeem,Pakistan Tehreek-e-Insaf,72535,0,0,0,0,51.13 %
1543,Lahore,Lahore-I,NA-123,zahid iqbal malik,Pakistan Peoples Party Parliamentarians,3102,0,0,0,0,51.13 %
1544,Lahore,Lahore-I,NA-123,Zaman Ali,Independent,290,0,0,0,0,51.13 %
1545,Lahore,Lahore-II,NA-124,Muhammad Hamza Shehbaz Sharif,Pakistan Muslim League (N),146294,254901,3829,258730,533497,48.5 %
1546,Lahore,Lahore-II,NA-124,Asim Irshad Khan,Pak Sarzameen Party,452,0,0,0,0,48.5 %
1547,Lahore,Lahore-II,NA-124,Babu Zaheer Ahmad Chaudhry,Pakistan Peoples Party Parliamentarians,1515,0,0,0,0,48.5 %
1548,Lahore,Lahore-II,NA-124,Muhammad Afzal,Muttahida Majlis-e-Amal Pakistan,3572,0,0,0,0,48.5 %
1549,Lahore,Lahore-II,NA-124,Muhammad Nauman Qaiser,Pakistan Tehreek-e-Insaf,80981,0,0,0,0,48.5 %
1550,Lahore,Lahore-II,NA-124,Saleem Hammad,Independent,7255,0,0,0,0,48.5 %
1551,Lahore,Lahore-II,NA-124,Sumaira Nureen,Tehreek-e-Labbaik Pakistan,14832,0,0,0,0,48.5 %
1552,Lahore,Lahore-III,NA-125,Waheed Alam Khan,Pakistan Muslim League (N),122327,250263,0,250263,485624,0 %
1553,Lahore,Lahore-III,NA-125,Hafiz Salman Butt,Muttahida Majlis-e-Amal Pakistan,1825,0,0,0,0,0 %
1554,Lahore,Lahore-III,NA-125,Zubair Kardar,Pakistan Peoples Party Parliamentarians,2530,0,0,0,0,0 %
1555,Lahore,Lahore-III,NA-125,Nawab Amber Shahzada,Independent,33,0,0,0,0,0 %
1556,Lahore,Lahore-III,NA-125,Mamoona Hamid,Tehreek-e-Labbaik Pakistan,14276,0,0,0,0,0 %
1557,Lahore,Lahore-III,NA-125,Yasmin Raashid,Pakistan Tehreek-e-Insaf,106857,0,0,0,0,0 %
1558,Lahore,Lahore-III,NA-125,Syed Zaeem Hussain Qadri,Independent,128,0,0,0,0,0 %
1559,Lahore,Lahore-III,NA-125,Samia Naz,Pak Sarzameen Party,124,0,0,0,0,0 %
1560,Lahore,Lahore-III,NA-125,Waseem Ali Khan,Independent,170,0,0,0,0,0 %
1561,Lahore,Lahore-III,NA-125,Muhammad Yaqoob Sheikh,Allah-o-Akbar Tehreek,2839,0,0,0,0,0 %
1562,Lahore,Lahore-III,NA-125,Muhammad Imtiaz Chaudhry,Independent,36,0,0,0,0,0 %
1563,Lahore,Lahore-III,NA-125,Rehana Ahmad,Independent,42,0,0,0,0,0 %
1564,Lahore,Lahore-III,NA-125,Muhammad Ajasam Sharif,Independent,64,0,0,0,0,0 %
1565,Lahore,Lahore-IV,NA-126,Muhammad Hammad Azhar,Pakistan Tehreek-e-Insaf,105734,228362,2989,231354,442729,52.26 %
1566,Lahore,Lahore-IV,NA-126,Aurangzeb Shaafi Burki,Pakistan Peoples Party Parliamentarians,3202,0,0,0,0,52.26 %
1567,Lahore,Lahore-IV,NA-126,Ch Muhammad Ashraff,All Pakistan Muslim League,384,0,0,0,0,52.26 %
1568,Lahore,Lahore-IV,NA-126,Mehr Ishtiaq Ahmad Anwar,Pakistan Muslim League (N),102677,0,0,0,0,52.26 %
1569,Lahore,Lahore-IV,NA-126,Waqas Ahmed,Tehreek-e-Labbaik Pakistan,16368,0,0,0,0,52.26 %
1570,Lahore,Lahore-V,NA-127,ALI PERVAIZ,Pakistan Muslim League (N),113265,209135,3860,212995,419706,50.75 %
1571,Lahore,Lahore-V,NA-127,MUHAMMAD AHMAD,Independent,261,0,0,0,0,50.75 %
1572,Lahore,Lahore-V,NA-127,MUSARRAT JAMSHED,Independent,133,0,0,0,0,50.75 %
1573,Lahore,Lahore-V,NA-127,CH MUHAMMAD ILYAS,All Pakistan Muslim League,273,0,0,0,0,50.75 %
1574,Lahore,Lahore-V,NA-127,CHAUDHRY ADNAN SARWAR,Pakistan Peoples Party Parliamentarians,1775,0,0,0,0,50.75 %
1575,Lahore,Lahore-V,NA-127,JAMSHED IQBAL,Pakistan Tehreek-e-Insaf,66818,0,0,0,0,50.75 %
1576,Lahore,Lahore-V,NA-127,MUHAMMAD ZAHEER,Tehreek-e-Labbaik Pakistan,23140,0,0,0,0,50.75 %
1577,Lahore,Lahore-V,NA-127,RASHID AHMAD KHAN,Muttahida Majlis-e-Amal Pakistan,1426,0,0,0,0,50.75 %
1578,Lahore,Lahore-V,NA-127,MIAN AAMIR ABBAS,Allah-o-Akbar Tehreek,2044,0,0,0,0,50.75 %
1579,Lahore,Lahore-VI,NA-128,Sh Rohale Asghar,Pakistan Muslim League (N),98199,187080,3813,190893,345763,55.21 %
1580,Lahore,Lahore-VI,NA-128,Humayon Shoukat Ali Butt,Independent,49,0,0,0,0,55.21 %
1581,Lahore,Lahore-VI,NA-128,Ijaz Ahmad,Pakistan Tehreek-e-Insaf,52774,0,0,0,0,55.21 %
1582,Lahore,Lahore-VI,NA-128,Manzoor Hussain,Muttahida Majlis-e-Amal Pakistan,6723,0,0,0,0,55.21 %
1583,Lahore,Lahore-VI,NA-128,Muhammad Fareed,Independent,122,0,0,0,0,55.21 %
1584,Lahore,Lahore-VI,NA-128,Zafar Ali Shah,Pakistan Peoples Party Parliamentarians,6589,0,0,0,0,55.21 %
1585,Lahore,Lahore-VI,NA-128,Muhammad nazim,Independent,184,0,0,0,0,55.21 %
1586,Lahore,Lahore-VI,NA-128,Muhammad Ashraf Asif,Tehreek-e-Labbaik Pakistan,20734,0,0,0,0,55.21 %
1587,Lahore,Lahore-VI,NA-128,Syed Manzoor Ali Shah Gillani,Independent,85,0,0,0,0,55.21 %
1588,Lahore,Lahore-VI,NA-128,Ali Adnan,Independent,853,0,0,0,0,55.21 %
1589,Lahore,Lahore-VI,NA-128,Syed Aqeel Haider Abbas,Independent,78,0,0,0,0,55.21 %
1590,Lahore,Lahore-VI,NA-128,Asif Mehmood,Amun Taraqqi Party,88,0,0,0,0,55.21 %
1591,Lahore,Lahore-VI,NA-128,Raheel Hussain,Independent,222,0,0,0,0,55.21 %
1592,Lahore,Lahore-VI,NA-128,Sohail shoukat butt,Independent,380,0,0,0,0,55.21 %
1593,Lahore,Lahore-VII,NA-129,Sardar Ayaz Sadiq,Pakistan Muslim League (N),103021,214705,3709,218414,404802,53.96 %
1594,Lahore,Lahore-VII,NA-129,Farooq Tahir Chishti,Independent,254,0,0,0,0,53.96 %
1595,Lahore,Lahore-VII,NA-129,Sohail Shaukat Butt,Independent,103,0,0,0,0,53.96 %
1596,Lahore,Lahore-VII,NA-129,Farzana Butt,Independent,419,0,0,0,0,53.96 %
1597,Lahore,Lahore-VII,NA-129,Abdul Aleem Khan,Pakistan Tehreek-e-Insaf,94879,0,0,0,0,53.96 %
1598,Lahore,Lahore-VII,NA-129,Muhammad Yousuf,Tehreek-e-Labbaik Pakistan,12875,0,0,0,0,53.96 %
1599,Lahore,Lahore-VII,NA-129,Kishwar Bano,National Party,124,0,0,0,0,53.96 %
1600,Lahore,Lahore-VII,NA-129,Ali Javed Dogar,Independent,272,0,0,0,0,53.96 %
1601,Lahore,Lahore-VII,NA-129,Muhammad tajammal hussain,Independent,91,0,0,0,0,53.96 %
1602,Lahore,Lahore-VII,NA-129,Iftikhar Shahid,Pakistan Peoples Party Parliamentarians,2569,0,0,0,0,53.96 %
1603,Lahore,Lahore-VII,NA-129,Humayun Akhtar Khan,Independent,98,0,0,0,0,53.96 %
1604,Lahore,Lahore-VIII,NA-130,Shafqat Mahmood,Pakistan Tehreek-e-Insaf,127405,252258,4188,256446,483914,52.99 %
1605,Lahore,Lahore-VIII,NA-130,Amjad Masood,Independent,541,0,0,0,0,52.99 %
1606,Lahore,Lahore-VIII,NA-130,Hafeez Ur Rehman,Tehreek-e-Labbaik Pakistan,10755,0,0,0,0,52.99 %
1607,Lahore,Lahore-VIII,NA-130,Haroon Khawaja,Pakistan Freedom Movement,220,0,0,0,0,52.99 %
1608,Lahore,Lahore-VIII,NA-130,Khawaja Ahmad Hasan,Pakistan Muslim League (N),104625,0,0,0,0,52.99 %
1609,Lahore,Lahore-VIII,NA-130,Liaqat Baloch,Muttahida Majlis-e-Amal Pakistan,5176,0,0,0,0,52.99 %
1610,Lahore,Lahore-VIII,NA-130,Muhammad Abu Bakar,Pakistan Quami Yakjehti Party,414,0,0,0,0,52.99 %
1611,Lahore,Lahore-VIII,NA-130,Muhammad Mumtaz Khalid,Pakistan Peoples Party Parliamentarians,2508,0,0,0,0,52.99 %
1612,Lahore,Lahore-VIII,NA-130,Muhammad Yameen Awan,Pak Sarzameen Party,108,0,0,0,0,52.99 %
1613,Lahore,Lahore-VIII,NA-130,Saad Bin Hassan,Independent,506,0,0,0,0,52.99 %
1614,Lahore,Lahore-IX,NA-131,Imran Ahmed Khan Niazi,Pakistan Tehreek-e-Insaf,84313,188711,3835,191546,364213,52.59 %
1615,Lahore,Lahore-IX,NA-131,Muzaffar Ali,Pakistan Tehreek-e-Insaf-Gulalai,106,0,0,0,0,52.59 %
1616,Lahore,Lahore-IX,NA-131,Asim Mehmood,Pakistan Peoples Party Parliamentarians,6746,0,0,0,0,52.59 %
1617,Lahore,Lahore-IX,NA-131,Khawaja Saad Rafique,Pakistan Muslim League (N),83633,0,0,0,0,52.59 %
1618,Lahore,Lahore-IX,NA-131,Waqar Nadeem Warraich,Muttahida Majlis-e-Amal Pakistan,1912,0,0,0,0,52.59 %
1619,Lahore,Lahore-IX,NA-131,Shoaib ullah Cheema,Independent,127,0,0,0,0,52.59 %
1620,Lahore,Lahore-IX,NA-131,Jawad Ahmad,Barabri Party Pakistan,362,0,0,0,0,52.59 %
1621,Lahore,Lahore-IX,NA-131,Muhammad Mudasir,Pakistan Justice & Democratic Party,141,0,0,0,0,52.59 %
1622,Lahore,Lahore-IX,NA-131,Tahir Aslam,Pakistan Sunni Tehreek,362,0,0,0,0,52.59 %
1623,Lahore,Lahore-IX,NA-131,Nadeem Ahmed,Independent,354,0,0,0,0,52.59 %
1624,Lahore,Lahore-IX,NA-131,Syed Murtaza Hassan,Tehreek-e-Labbaik Pakistan,9780,0,0,0,0,52.59 %
1625,Lahore,Lahore-IX,NA-131,Faheem Ahmed Khan Loadhi,Independent,647,0,0,0,0,52.59 %
1626,Lahore,Lahore-IX,NA-131,Mian Zahid islam Anjum,Independent,117,0,0,0,0,52.59 %
1627,Lahore,Lahore-IX,NA-131,Hamiyon Akhter Khan,Independent,93,0,0,0,0,52.59 %
1628,Lahore,Lahore-IX,NA-131,Muhammad Jahangir Dogar,Independent,18,0,0,0,0,52.59 %
1629,Lahore,Lahore-X,NA-132,Mian Muhammad Shehbaz Sharif,Pakistan Muslim League (N),95834,186969,3524,190493,315104,60.45 %
1630,Lahore,Lahore-X,NA-132,Amjad Naeem,Tehreek-e-Labbaik Pakistan,7305,0,0,0,0,60.45 %
1631,Lahore,Lahore-X,NA-132,Ch Muhammad Mansha Sindhu,Pakistan Tehreek-e-Insaf,49093,0,0,0,0,60.45 %
1632,Lahore,Lahore-X,NA-132,Chaudhry Shabbir Ahmed,Independent,70,0,0,0,0,60.45 %
1633,Lahore,Lahore-X,NA-132,Haider Ali,Muttahida Majlis-e-Amal Pakistan,1616,0,0,0,0,60.45 %
1634,Lahore,Lahore-X,NA-132,Jawad ahmad,Barabri Party Pakistan,447,0,0,0,0,60.45 %
1635,Lahore,Lahore-X,NA-132,Mian Rashid Ali,Jamhoori Wattan Party,75,0,0,0,0,60.45 %
1636,Lahore,Lahore-X,NA-132,Muhammad Adnan Khalid,Independent,2848,0,0,0,0,60.45 %
1637,Lahore,Lahore-X,NA-132,Muhammad Nawaz,Tehreek-e-Labbaik Islam,4049,0,0,0,0,60.45 %
1638,Lahore,Lahore-X,NA-132,Muhammad Ramzan,Independent,78,0,0,0,0,60.45 %
1639,Lahore,Lahore-X,NA-132,Muhammad Sajjad Hassan,All Pakistan Muslim League,543,0,0,0,0,60.45 %
1640,Lahore,Lahore-X,NA-132,Nasir Javaid Dogar,Independent,57,0,0,0,0,60.45 %
1641,Lahore,Lahore-X,NA-132,Samina Khalid Ghurki,Pakistan Peoples Party Parliamentarians,24420,0,0,0,0,60.45 %
1642,Lahore,Lahore-X,NA-132,Yasir Tufail,Independent,492,0,0,0,0,60.45 %
1643,Lahore,Lahore-XI,NA-133,Mohammad pervaiz malik,Pakistan Muslim League (N),89678,190531,2347,192878,371676,51.89 %
1644,Lahore,Lahore-XI,NA-133,Syed zaeem hussain qadri,Independent,1953,0,0,0,0,51.89 %
1645,Lahore,Lahore-XI,NA-133,Irfan khalid,Independent,87,0,0,0,0,51.89 %
1646,Lahore,Lahore-XI,NA-133,Main abdur razzaq,Independent,50,0,0,0,0,51.89 %
1647,Lahore,Lahore-XI,NA-133,Muhammad amjad khan,Independent,36,0,0,0,0,51.89 %
1648,Lahore,Lahore-XI,NA-133,Nawab ali,Independent,275,0,0,0,0,51.89 %
1649,Lahore,Lahore-XI,NA-133,Waqif tehmasab kiyani,All Pakistan Muslim League,289,0,0,0,0,51.89 %
1650,Lahore,Lahore-XI,NA-133,ch Muhammad Aslam Gill,Pakistan Peoples Party Parliamentarians,5585,0,0,0,0,51.89 %
1651,Lahore,Lahore-XI,NA-133,Matloob Ahmad,Tehreek-e-Labbaik Pakistan,13235,0,0,0,0,51.89 %
1652,Lahore,Lahore-XI,NA-133,Nouman hussain qureshi,Barabri Party Pakistan,94,0,0,0,0,51.89 %
1653,Lahore,Lahore-XI,NA-133,Ahmad raza,Independent,268,0,0,0,0,51.89 %
1654,Lahore,Lahore-XI,NA-133,Ejaz ahmad chaudary,Pakistan Tehreek-e-Insaf,77231,0,0,0,0,51.89 %
1655,Lahore,Lahore-XI,NA-133,Sohail zia butt,Independent,49,0,0,0,0,51.89 %
1656,Lahore,Lahore-XI,NA-133,Iftikhar ahmed,Muttahida Majlis-e-Amal Pakistan,1701,0,0,0,0,51.89 %
1657,Lahore,Lahore-XII,NA-134,Rana Mubashir Iqbal,Pakistan Muslim League (N),76291,141597,2995,144592,270783,53.4 %
1658,Lahore,Lahore-XII,NA-134,Aneel Ashiq Mutu,National Party,381,0,0,0,0,53.4 %
1659,Lahore,Lahore-XII,NA-134,Aneela Batool,Muttahida Majlis-e-Amal Pakistan,1454,0,0,0,0,53.4 %
1660,Lahore,Lahore-XII,NA-134,Malik Zaheer Abbas,Pakistan Tehreek-e-Insaf,45991,0,0,0,0,53.4 %
1661,Lahore,Lahore-XII,NA-134,Muhammad Irfan Shahkey,Tehreek-e-Labbaik Pakistan,9901,0,0,0,0,53.4 %
1662,Lahore,Lahore-XII,NA-134,Muhammad Sohail Afzal Awan,Pakistan Peoples Party Parliamentarians,5425,0,0,0,0,53.4 %
1663,Lahore,Lahore-XII,NA-134,Rana Khalid Mehmood,Independent,460,0,0,0,0,53.4 %
1664,Lahore,Lahore-XII,NA-134,Shazia Mubashir,Independent,249,0,0,0,0,53.4 %
1665,Lahore,Lahore-XII,NA-134,Syed Faqir Hussain Shah Bukhari,All Pakistan Muslim League,720,0,0,0,0,53.4 %
1666,Lahore,Lahore-XII,NA-134,Syed Zaeem Hussain Qadri,Independent,50,0,0,0,0,53.4 %
1667,Lahore,Lahore-XII,NA-134,Zulfiqar Ali Hassan,Allah-o-Akbar Tehreek,675,0,0,0,0,53.4 %
1668,Lahore,Lahore-XIII,NA-135,MALIK KARAMAT ALI,Pakistan Tehreek-e-Insaf,64765,136375,1973,138348,256481,53.94 %
1669,Lahore,Lahore-XIII,NA-135,AMEER UL AZIM,Muttahida Majlis-e-Amal Pakistan,1093,0,0,0,0,53.94 %
1670,Lahore,Lahore-XIII,NA-135,AMJAD ALI,Pakistan Peoples Party Parliamentarians,2897,0,0,0,0,53.94 %
1671,Lahore,Lahore-XIII,NA-135,GOHAR ALI KHAN,Pakistan Muslim League Council,91,0,0,0,0,53.94 %
1672,Lahore,Lahore-XIII,NA-135,MALIK SAIF UL MALOOK KHOKHAR,Pakistan Muslim League (N),55431,0,0,0,0,53.94 %
1673,Lahore,Lahore-XIII,NA-135,MALIK TOAQEER ABBAS KHOKHAR,Independent,771,0,0,0,0,53.94 %
1674,Lahore,Lahore-XIII,NA-135,MARYAM RAZA,Pak Sarzameen Party,3131,0,0,0,0,53.94 %
1675,Lahore,Lahore-XIII,NA-135,MUHAMMAD AHMAD MAJEED,Tehreek-e-Labbaik Pakistan,8196,0,0,0,0,53.94 %
1676,Lahore,Lahore-XIV,NA-136,MUHAMMAD AFZAL,Pakistan Muslim League (N),88831,162841,4697,167538,298747,56.08 %
1677,Lahore,Lahore-XIV,NA-136,CH AHMAD HUSSAIN,Pakistan Peoples Party (Shaheed Bhutto),835,0,0,0,0,56.08 %
1678,Lahore,Lahore-XIV,NA-136,IRFAN SHAFI KHOKHAR,Independent,57,0,0,0,0,56.08 %
1679,Lahore,Lahore-XIV,NA-136,JAMIL AHMAD,Pakistan Peoples Party Parliamentarians,9016,0,0,0,0,56.08 %
1680,Lahore,Lahore-XIV,NA-136,KHALID MEHMOOD,Independent,393,0,0,0,0,56.08 %
1681,Lahore,Lahore-XIV,NA-136,MALIK ASAD ALI,Pakistan Tehreek-e-Insaf,44669,0,0,0,0,56.08 %
1682,Lahore,Lahore-XIV,NA-136,MUHAMMAD AHMAD MAJEED,Tehreek-e-Labbaik Pakistan,12684,0,0,0,0,56.08 %
1683,Lahore,Lahore-XIV,NA-136,MUHAMMAD KHAN BHATTI,Independent,674,0,0,0,0,56.08 %
1684,Lahore,Lahore-XIV,NA-136,MUHAMMAD YOUNAS,Independent,521,0,0,0,0,56.08 %
1685,Lahore,Lahore-XIV,NA-136,MUNIR AHMAD,Independent,445,0,0,0,0,56.08 %
1686,Lahore,Lahore-XIV,NA-136,NIZAM DIN,Muttahida Majlis-e-Amal Pakistan,1521,0,0,0,0,56.08 %
1687,Lahore,Lahore-XIV,NA-136,Sardar Adil Omar,Independent,204,0,0,0,0,56.08 %
1688,Lahore,Lahore-XIV,NA-136,Sardar Kamil Umar,Independent,85,0,0,0,0,56.08 %
1689,Lahore,Lahore-XIV,NA-136,Shabbir Ahmad,Independent,351,0,0,0,0,56.08 %
1690,Lahore,Lahore-XIV,NA-136,ZUBAIR AHMAD,Independent,2555,0,0,0,0,56.08 %
1691,Kasur,Kasur-I,NA-137,Saad Waseem,Pakistan Muslim League (N),121207,265668,8499,274167,465431,58.91 %
1692,Kasur,Kasur-I,NA-137,Masood Anwar,Allah-o-Akbar Tehreek,3529,0,0,0,0,58.91 %
1693,Kasur,Kasur-I,NA-137,Shabbir Ahmad,Independent,3450,0,0,0,0,58.91 %
1694,Kasur,Kasur-I,NA-137,Ghulam Muhammad,Independent,949,0,0,0,0,58.91 %
1695,Kasur,Kasur-I,NA-137,Attique ur Rahman,Independent,830,0,0,0,0,58.91 %
1696,Kasur,Kasur-I,NA-137,Muhammad Farooq Ul Hassan,Tehreek-e-Labbaik Pakistan,17349,0,0,0,0,58.91 %
1697,Kasur,Kasur-I,NA-137,Chaudhry Manzoor Ahmad,Pakistan Peoples Party Parliamentarians,33717,0,0,0,0,58.91 %
1698,Kasur,Kasur-I,NA-137,Nasira Meo,Independent,28876,0,0,0,0,58.91 %
1699,Kasur,Kasur-I,NA-137,Sardar Asif Ali Daula,Pakistan Tehreek-e-Insaf,42930,0,0,0,0,58.91 %
1700,Kasur,Kasur-I,NA-137,Abdul Hanan Sabir,Independent,744,0,0,0,0,58.91 %
1701,Kasur,Kasur-I,NA-137,Chaudhary Muhammad Arif Sindhu,Independent,1443,0,0,0,0,58.91 %
1702,Kasur,Kasur-I,NA-137,Salman Hanif,Independent,190,0,0,0,0,58.91 %
1703,Kasur,Kasur-I,NA-137,Javed Mehmood,Roshan Pakistan League,2527,0,0,0,0,58.91 %
1704,Kasur,Kasur-I,NA-137,Muhammad Saleem Mahar,Independent,1275,0,0,0,0,58.91 %
1705,Kasur,Kasur-I,NA-137,Amjad Ali,Independent,1174,0,0,0,0,58.91 %
1706,Kasur,Kasur-I,NA-137,Muhammad Ilyas Khan,Independent,993,0,0,0,0,58.91 %
1707,Kasur,Kasur-I,NA-137,Amaar Waseem,Independent,654,0,0,0,0,58.91 %
1708,Kasur,Kasur-I,NA-137,Zafar Jabbar Chishti,Independent,3831,0,0,0,0,58.91 %
1709,Kasur,Kasur-II,NA-138,RASHEED AHMAD KHAN,Pakistan Muslim League (N),109385,259091,7657,266748,427605,62.38 %
1710,Kasur,Kasur-II,NA-138,AMJAD ALI TUFAIL,Independent,937,0,0,0,0,62.38 %
1711,Kasur,Kasur-II,NA-138,DAWOOD ANIS QURESHI,Independent,18450,0,0,0,0,62.38 %
1712,Kasur,Kasur-II,NA-138,IBTISAM ELAHI ZAHEER,Muttahida Majlis-e-Amal Pakistan,12074,0,0,0,0,62.38 %
1713,Kasur,Kasur-II,NA-138,IMRAN ALI KHAN MALIK,Pakistan Peoples Party Parliamentarians,16490,0,0,0,0,62.38 %
1714,Kasur,Kasur-II,NA-138,ISHAQ SHAHID ISLAFNAR,Tehreek-e-Labbaik Islam,414,0,0,0,0,62.38 %
1715,Kasur,Kasur-II,NA-138,Mazhar Rasheed Khan,Independent,1010,0,0,0,0,62.38 %
1716,Kasur,Kasur-II,NA-138,Muhammad Saleem Mahar,Independent,3539,0,0,0,0,62.38 %
1717,Kasur,Kasur-II,NA-138,MUHAMMAD SHARIF SABIR,Pakistan Tehreek-e-Insaf Nazriati,475,0,0,0,0,62.38 %
1718,Kasur,Kasur-II,NA-138,Nasira Meo,Independent,762,0,0,0,0,62.38 %
1719,Kasur,Kasur-II,NA-138,RABIA HASHIR,Roshan Pakistan League,1740,0,0,0,0,62.38 %
1720,Kasur,Kasur-II,NA-138,RASHID TUFAIL,Pakistan Tehreek-e-Insaf,78458,0,0,0,0,62.38 %
1721,Kasur,Kasur-II,NA-138,SAIMA DAWOOD,Independent,271,0,0,0,0,62.38 %
1722,Kasur,Kasur-II,NA-138,SARDAR LIAQAT ALI DOGAR,Tehreek-e-Labbaik Pakistan,15086,0,0,0,0,62.38 %
1723,Kasur,Kasur-III,NA-139,RANA MUHAMMAD ISHAQ KHAN,Pakistan Muslim League (N),121767,277448,8970,286418,477465,59.99 %
1724,Kasur,Kasur-III,NA-139,SYED MUHAMMAD AMAAR QAZMI,Independent,202,0,0,0,0,59.99 %
1725,Kasur,Kasur-III,NA-139,SARDAR IQBAL ATTA SUKHERA,Independent,1180,0,0,0,0,59.99 %
1726,Kasur,Kasur-III,NA-139,SARDAR MUHAMAD ATIF NAKAI,Independent,40352,0,0,0,0,59.99 %
1727,Kasur,Kasur-III,NA-139,IJAZ ALI BHATTI,Independent,1038,0,0,0,0,59.99 %
1728,Kasur,Kasur-III,NA-139,AZEEM UD DIN ZAHID,Pakistan Tehreek-e-Insaf,112893,0,0,0,0,59.99 %
1729,Kasur,Kasur-III,NA-139,IRSHAD MUZAMIL,Aam Awam Party,38,0,0,0,0,59.99 %
1730,Kasur,Kasur-III,NA-139,Ghulam Murtaza,Independent,3032,0,0,0,0,59.99 %
1731,Kasur,Kasur-III,NA-139,Sardar Muhammad Asif Nakai,Independent,4016,0,0,0,0,59.99 %
1732,Kasur,Kasur-III,NA-139,ABDUL AZEEZ AZEEZ,Independent,796,0,0,0,0,59.99 %
1733,Kasur,Kasur-III,NA-139,RANA LIAQAT ALI KHAN,Pakistan Tehreek-e-Insaf Nazriati,558,0,0,0,0,59.99 %
1734,Kasur,Kasur-III,NA-139,MUHAMMAD MIRZA,Independent,152,0,0,0,0,59.99 %
1735,Kasur,Kasur-III,NA-139,ATTA MUHAMMAD,Independent,2471,0,0,0,0,59.99 %
1736,Kasur,Kasur-III,NA-139,ZAEEM UD DIN ABID,Independent,1229,0,0,0,0,59.99 %
1737,Kasur,Kasur-III,NA-139,ARSHAD ALI,Independent,1544,0,0,0,0,59.99 %
1738,Kasur,Kasur-III,NA-139,SYED MAQSOOD ALI SHAH,Tehreek-e-Labbaik Pakistan,15425,0,0,0,0,59.99 %
1739,Kasur,Kasur-III,NA-139,SYED RAZA ABBAS,Pakistan Peoples Party Parliamentarians,10355,0,0,0,0,59.99 %
1740,Kasur,Kasur-IV,NA-140,SARDAR TALIB HASSAN NAKAI,Pakistan Tehreek-e-Insaf,124621,281981,7453,289434,477211,60.65 %
1741,Kasur,Kasur-IV,NA-140,DILSHAD ALI,Tehreek-e-Labbaik Islam,2490,0,0,0,0,60.65 %
1742,Kasur,Kasur-IV,NA-140,FAISAL HAYAT,Pakistan Tehreek-e-Insaf Nazriati,301,0,0,0,0,60.65 %
1743,Kasur,Kasur-IV,NA-140,MAQSOOD AHMAD KHAN,Pakistan Peoples Party Parliamentarians,6449,0,0,0,0,60.65 %
1744,Kasur,Kasur-IV,NA-140,MOHAMMAD RAMZAN,Muttahida Majlis-e-Amal Pakistan,1955,0,0,0,0,60.65 %
1745,Kasur,Kasur-IV,NA-140,MUHAMMAD ARSHAD SAQI,Independent,1106,0,0,0,0,60.65 %
1746,Kasur,Kasur-IV,NA-140,NASIR ALI,Independent,952,0,0,0,0,60.65 %
1747,Kasur,Kasur-IV,NA-140,RANA MUHAMMAD HAYAT KHAN,Pakistan Muslim League (N),124385,0,0,0,0,60.65 %
1748,Kasur,Kasur-IV,NA-140,RANA TANVEER RIAZ KHAN,Tehreek-e-Labbaik Pakistan,15500,0,0,0,0,60.65 %
1749,Kasur,Kasur-IV,NA-140,SARDAR FAIZ ELLAHI,Independent,1042,0,0,0,0,60.65 %
1750,Kasur,Kasur-IV,NA-140,Sardar Muhammad Asif Nakai,Independent,337,0,0,0,0,60.65 %
1751,Kasur,Kasur-IV,NA-140,SARDAR MUHAMMAD ATIF NAKAI,Independent,2843,0,0,0,0,60.65 %
1752,Okara,Okara-I,NA-141,NADEEM ABBAS,Pakistan Muslim League (N),92841,262877,9418,272295,452061,60.23 %
1753,Okara,Okara-I,NA-141,SAEED UR REHMAN,Independent,2871,0,0,0,0,60.23 %
1754,Okara,Okara-I,NA-141,KHALIL UR REHMAN,Independent,57859,0,0,0,0,60.23 %
1755,Okara,Okara-I,NA-141,GHULAM MUJTABA,Pakistan Peoples Party Parliamentarians,10310,0,0,0,0,60.23 %
1756,Okara,Okara-I,NA-141,MASOOD SHAFQAT,Independent,33040,0,0,0,0,60.23 %
1757,Okara,Okara-I,NA-141,MUHAMMAD BILAL SAEED,Independent,2146,0,0,0,0,60.23 %
1758,Okara,Okara-I,NA-141,SOHAIL ARSHAD CH,Independent,1371,0,0,0,0,60.23 %
1759,Okara,Okara-I,NA-141,SYED SUMSAM ALI SHAH BUKHARI,Pakistan Tehreek-e-Insaf,60217,0,0,0,0,60.23 %
1760,Okara,Okara-I,NA-141,NOOR UL AIN RAI,Independent,2222,0,0,0,0,60.23 %
1761,Okara,Okara-II,NA-142,Riaz ul Haq,Pakistan Muslim League (N),140733,235192,4460,239652,421873,56.81 %
